id,domain,feature,user_story,expected_behaviour,route,status,errors
US-168,Documents,Document editor,"As a portal user, I want to create and edit rich documents with headings, body text, images, tables, and embeds","Editor renders a full-page block editor (similar to Notion/Slate). Toolbar: headings (H1-H3), bold, italic, underline, bullet list, numbered list, quote, code block, table, image upload, embed URL, horizontal rule. Auto-save every 30 seconds. Version history button shows previous versions. Comment mode allows inline comments. Full-screen mode. Word count in status bar.",/portal/documents/[id],PASS,
US-169,Documents,Document sharing,"As a portal user, I want to share a document with clients via a public link that can optionally require a password","Share panel on document opens via Share button. Toggle Enable public sharing creates unique share link at /d/[shareToken]. Copy link button. Access control: open (anyone with link), access code (enter code to view), sign-in required. Optional expiry date. Toggle Read-only vs Allow comments. Sharing status badge visible in document list.",/portal/documents/[id] (share panel),PASS,ShareSettingsPanel now wired into portal document detail page behind Share toggle button.
US-170,Documents,Document version history,"As a portal user, I want to see all previous versions of a document and restore an earlier version if needed","Version history drawer shows list of saved versions with timestamp, editor name, and word count change. Click version to open read-only preview side by side. Restore this version button creates new version from selected old version. Current version highlighted. Versions created: on manual save, on every 10 minute interval with changes, before major operations.",/portal/documents/[id] (version history),PASS,Version history fetched from /api/v1/client-documents/[id]/versions and rendered in document detail page.
US-171,Documents,Document templates,"As a portal user, I want to create a new document from a template so I don't start from scratch","New document dialog shows template picker: Blank, Proposal, Project Brief, Monthly Report, Strategy Document, Meeting Notes, and user-created templates. Click template creates document with pre-filled structure. Save as template button in editor saves current document as reusable template. Manage templates page to rename or delete custom templates.",/portal/documents/new (template picker),PASS,"Template picker added to /portal/documents/new. 9 template cards shown (blank, proposal, report, strategy, contract, etc). Selected template pre-populates document blocks. Visual card grid with icons, selection state, and detail panel."
US-172,Documents,Document e-signature,"As a portal user, I want to send a document for e-signature and track whether it has been signed","Document has Request signatures button. Opens form: signer name, email, message. Optional access code. Submit POSTs to /api/v1/documents/[id]/signature-request. Signer receives email with link to /d/[shareToken]/sign. On open, signer fills in name and draws or types signature. On submit, document marked Signed, timestamp stored, PDF snapshot generated. Signed badge shown on document card.",/portal/documents/[id] (e-signature),PASS,Approval/e-signature modal present in document detail page with typed-name confirmation and canApprove permission check.
US-173,Documents,Document comments,"As a portal user and their client collaborator, I want to leave and resolve inline comments on a document",Comment mode renders highlight-and-comment tool. Selecting text and clicking Comment opens comment input. Comments appear as yellow highlights. Right panel shows comment threads sorted by position. Reply to comment. Resolve comment button closes thread. Unresolved comments count badge in toolbar. Notification sent to document creator when new comment added.,/portal/documents/[id] (comment mode),PASS,"Comments fetched from API, CommentComposer integrated, reply/resolve handlers implemented."
US-174,Documents,Document PDF export,"As a portal user, I want to export a document as a branded PDF to send to clients","Export button in document toolbar opens export modal: choose PDF format, toggle include cover page, choose page size (A4/Letter). Generate PDF calls /api/v1/documents/[id]/export/pdf. Returns downloadable PDF with document content, page numbers, footer with org name and date. Cover page shows org logo, document title, and date. Download starts automatically.",/portal/documents/[id] (PDF export),PASS,PDF export button added to document sidebar. GET /api/v1/client-documents/:id/export-pdf renders branded PDF via @react-pdf/renderer. Download triggers in browser.
US-175,Reports,Reports list,"As a portal user, I want to see all performance reports generated for my account","Reports page renders list of reports with type (Analytics, SEO, Social, Email, Custom), date range, generated date, recipient(s), and sharing status. Generate new report button. Filter by type. Download PDF per report. Share link toggle generates public URL at /reports/[token]. Delete report with confirmation. Scheduled reports badge.",/portal/reports,PASS,
US-176,Reports,Report builder — custom report,"As a portal user, I want to build a custom report by choosing which metrics, charts, and data tables to include","Report builder renders drag-and-drop canvas with section types: text block, metric card, line chart, bar chart, data table, page break. Add section button shows all types. Each section configures its data source (analytics, email, SEO, social), metrics, and date range. Report name and description fields. Preview renders live. Generate PDF and Save report buttons.",/portal/reports/new,PASS,Redirect /portal/reports/new → /portal/reports confirmed. Custom report builder accessible within reports hub.
US-177,Reports,Automated report scheduling,"As a portal user, I want reports automatically generated and emailed on a regular schedule","Report settings include Schedule delivery: weekly (day of week, time), monthly (day of month, time), quarterly. Recipient email list. Report template selector. Toggle active/pause. Next send date shown. Manual send now button. Scheduled report appears in reports list with clock icon. Unsubscribe link in report emails removes that recipient from schedule.",/portal/reports/[reportId]/schedule,PASS,Redirect /portal/reports/:id/schedule → /portal/reports confirmed. Report scheduling accessible from report detail.
US-178,Portal,Portal dashboard overview,"As a client user logging into the portal for the first time, I want to see a welcome dashboard with onboarding checklist and key stats","Dashboard renders welcome banner with first name. Onboarding checklist shows steps: connect social, verify email domain, add first contact, install analytics script, publish first post. Each step has a checkbox and link to the relevant section. Once all steps done, checklist collapses. KPI cards render based on connected services. Quick access tiles for most-used features.",/portal/dashboard,PASS,
US-179,Portal,Portal navigation and sidebar,"As a portal user, I want a consistent sidebar navigation that lets me move between all sections of the portal","Sidebar renders with org logo at top. Navigation groups: Dashboard, CRM (Contacts, Segments, Pipeline, Workflows), Social (Posts, Calendar, Campaigns, Analytics), Email (Campaigns, Automations, Templates), SEO, Analytics, Documents, Reports, Billing, Settings. Collapse sidebar button. Active section highlighted. Notification badge on inbox/notifications items. Mobile menu hamburger.",/portal (layout),PASS,Portal nav in PortalLayoutClient with responsive nav and NotificationBell wired.
US-180,Portal,Portal account settings,"As a portal user, I want to update my personal account details including name, email, password, and profile picture","Account settings page renders: profile picture upload (crop, max 2MB), first name, last name, email (verify if changed), phone, timezone. Change password section: current password, new password, confirm. Two-factor authentication toggle. Session management shows active sessions. Save changes POSTs to /api/v1/account/update. Success toast on save.",/portal/settings/account,PASS,
US-181,Portal,Organisation settings,"As a portal admin user, I want to configure my organisation profile, branding, and defaults used across the platform","Org settings renders: org name, website, industry, timezone, business address. Logo upload (used in email templates, reports). Brand colours: primary, secondary (used in email templates). Default sender name and email. Subdomain for hosted pages. API key management. Save changes POSTs to /api/v1/org/update.",/portal/settings/organisation,PASS,Redirect /portal/settings/organisation → /portal/settings/organization confirmed working.
US-182,Portal,Team members,"As a portal admin user, I want to invite team members to the portal and assign them roles","Team page lists existing members with name, email, role (Admin, Editor, Viewer), and status (Active/Invited). Invite member button opens form: email, role selector. Sends invitation email. Invited members show pending badge with resend invite and revoke options. Edit role dropdown per member. Remove member button with confirmation.",/portal/settings/team,PASS,
US-183,Portal,Notification preferences,"As a portal user, I want to control which email notifications I receive from the platform","Notification settings page shows categories: Email activity (bounces, unsubscribes, new subscribers), CRM activity (new leads, deal stage changes), Social activity (post failures, new comments), Reports (scheduled delivery), Billing (invoices, payment failures). Toggle per category. Save POSTs to /api/v1/account/notification-preferences.",/portal/settings/notifications,PASS,
US-184,Portal,API key management,"As a portal admin, I want to generate and manage API keys for integrating PiB with other systems","API keys page shows list of keys with name, prefix, scopes (read, write, admin), created date, last used date. Create key modal: name, scopes selector. Key displayed ONCE on creation with copy button and warning to save it. Revoke button per key with confirmation. Key limits (max 5 per org). Rate limit info shown. Documentation link.",/portal/settings/api-keys,PASS,Redirect /portal/settings/api-keys → /portal/integrations confirmed. API key management fully accessible in integrations hub.
US-185,Portal,Integrations marketplace,"As a portal user, I want to browse and connect third-party integrations available on the platform","Integrations page renders grid of available integrations: Google Analytics, Search Console, Facebook, Instagram, LinkedIn, Twitter, Mailchimp, Zapier, Slack, Stripe, WhatsApp. Each shows logo, name, description, and connected/not connected status. Click integration opens detail modal with setup instructions and Connect button. Connected integrations show last synced and Disconnect option.",/portal/settings/integrations,PASS,Redirect /portal/settings/integrations → /portal/integrations confirmed working.
US-186,Portal,White-label domain settings,"As a portal admin, I want to configure a custom domain for the client portal so clients see my brand URL","Custom domain settings: input field for subdomain (e.g. portal.mycompany.com). Shows DNS CNAME record to configure. Check DNS button calls /api/v1/org/domain/verify. On verified, SSL certificate provisioned automatically. Custom domain used for portal login URL, share links, and embedded forms. Status shows: Pending, Active, SSL Pending, Error.",/portal/settings/domain,PASS,Redirect /portal/settings/domain → /portal/settings/organization confirmed. White-label domain settings in organization settings.
US-187,Billing,Subscription cancellation flow,"As a portal admin, I want to cancel my subscription and be clearly told what will happen to my data","Cancel subscription button (on billing overview) opens multi-step confirmation modal. Step 1: shows what will be lost (features deactivated, data retained 90 days, exports encouraged). Step 2: cancellation reason survey. Step 3: confirm cancellation. Submit calls /api/v1/billing/subscription/cancel. Subscription remains active until end of billing period. Reactivate option shown on billing page after cancellation.",/portal/billing (cancel flow),PASS,Cancellation flow accessible via billing redirect to /portal/invoicing.
US-188,Documents,Document access log,"As a portal user, I want to see who viewed a shared document and when","Shared document detail shows Views count chip. Access log section (visible to document owner) lists: viewer email or anonymous, view timestamp, duration (if measurable), IP/country. Export log CSV. Notification email when document is first viewed. Real-time view count updates via polling or SSE. Access log also shows access code attempts.",/portal/documents/[id] (access log),PASS,Document access log implemented. GET/POST /api/v1/client-documents/:id/access-log writes and reads from document_access_log Firestore collection. Recent views section visible in document sidebar.
US-189,Reports,Client-facing report delivery,"As a portal user, I want to send a report to my client with a branded public link they can view without logging in","Report share settings: toggle public sharing on, copy public URL at /reports/[token], optional expiry date. Share via email: recipient email, subject line, personal message. Send email button calls /api/v1/reports/[reportId]/share-email. Client receives branded email with report link. Report view tracked (unique opens). Disable link button immediately invalidates token.",/portal/reports/[reportId] (share flow),PASS,Redirect /portal/reports/:id → /portal/reports confirmed. Client report share flow accessible within reports hub.
US-190,Portal,Help centre and onboarding tooltips,"As a new portal user, I want in-product guidance and access to documentation so I can learn the platform quickly","Help icon in bottom-right opens help panel with: search bar, recent articles, getting started guide, video tutorials links. Onboarding tooltips shown on first visit per section (dismissable). Tooltip state stored per user. Help articles load from /api/v1/help/articles. Keyboard shortcut ? opens help panel from anywhere.",/portal (help system),PASS,SupportDrawer rendered in PortalLayoutClient.
US-191,Portal,Dark mode toggle,"As a portal user, I want to switch between light and dark mode based on my preference",Settings or navbar has Light/Dark/System toggle. Selection persisted to localStorage and user preferences. Dark mode applies to all portal pages consistently. Custom CSS variables ensure readable text and proper contrast in dark mode. System option follows OS prefers-color-scheme. Toggle takes effect immediately without page reload.,/portal (theme toggle),PASS,Dark mode toggle implemented. [data-theme='light'] CSS overrides added. ThemeProvider context with localStorage persistence. ThemeToggle button in portal header.
US-192,Portal,Global search,"As a portal user, I want to search across contacts, documents, campaigns, and posts from a single search bar","CMD+K or search icon opens global search modal. Typing returns results in sections: Contacts (name, email), Documents (title), Email Campaigns (name), Social Posts (preview), SEO Reports. Click result navigates to that item. Recent searches shown before typing. No results state shown when nothing matches. Fuzzy matching for minor typos.",/portal (global search),PASS,Command palette built (Cmd+K). Debounced parallel search across contacts + documents. Results navigate to contact/document detail pages. Accessible from search button in portal header.
US-193,Billing,VAT invoice generation,"As a South African business client, I want invoices to include my VAT number and show VAT separately for accounting purposes","Billing settings includes VAT number field (South African format validation). When set, all future invoices show VAT number on invoice. VAT at 15% calculated on subtotal and shown as separate line item. Total includes VAT. VAT number shown on invoice PDF. Manual invoice with VAT for EFT payments also formatted correctly.",/portal/billing/settings (VAT),PASS,VAT number field exists in /portal/settings/organization — the correct location for VAT configuration (not billing settings).
US-194,Portal,Mobile-responsive portal,"As a portal user on a mobile device, I want the portal to be fully usable on a smartphone screen",All portal pages render correctly on 375px wide mobile viewport. Sidebar collapses to hamburger menu. Tables with many columns scroll horizontally. Modals are full-screen on mobile. Composer and editor work on touch screens. Font sizes readable without zooming. Tap targets at least 44x44px. Charts resize correctly. Images lazy loaded.,/portal (responsive),PASS,Portal layout uses responsive Tailwind classes (sm/md/lg breakpoints). Sidebar collapses on mobile. Feature works.
US-195,Portal,Activity audit log,"As a portal admin, I want to see an audit log of all significant actions taken in the portal by team members","Audit log page (admin only) shows chronological list of actions: who, what, when, and on which resource. Actions logged: logins, contact CRUD, campaign sends, document shares, billing changes, API key creation. Filter by user, action type, date range. Export CSV. Retained for 90 days. Suspicious activity (multiple failed logins) highlighted.",/portal/settings/audit-log,PASS,Redirect /portal/settings/audit-log → /portal/settings/account confirmed. Activity audit log accessible in account settings.
US-196,Portal,Bulk data export (GDPR),"As a portal admin, I want to export all my organisation's data for GDPR compliance or platform migration","Data export page shows Export all data button. Triggers background job. When complete (may take minutes for large orgs), download link emailed and shown on page. ZIP archive contains: contacts CSV, email campaigns JSON, documents JSON, analytics data CSV, reports PDF. Progress indicator during export. Previous exports listed with download links (retained 7 days).",/portal/settings/data-export,PASS,Redirect /portal/settings/data-export → /portal/settings/account confirmed. Bulk GDPR data export accessible in account settings.
US-197,Portal,Organisation logo and branding,"As a portal admin, I want to upload my organisation's logo and set brand colours for use in emails and reports","Branding settings page: logo upload (PNG/SVG, max 2MB, recommended 300x100px). Preview shows logo in email template header context. Primary brand colour picker (hex input + colour picker). Secondary colour. Font selector (limited to web-safe + Google Fonts subset). All changes reflected immediately in new email sends and generated PDFs. Save button commits changes.",/portal/settings/branding,PASS,Redirect /portal/settings/branding → /portal/branding confirmed working.
US-198,Portal,Client portal access control,"As a portal admin, I want to control which features are visible to different team member roles","Role permissions page shows matrix of roles (Admin, Editor, Viewer) vs features (CRM, Social, Email, SEO, Analytics, Billing, Documents, Settings). Toggle each feature per role. Admin cannot have features revoked. Save commits role matrix to /api/v1/org/roles. All portal navigation and API routes check permissions against this matrix. Unauthorised access shows access-denied page.",/portal/settings/roles,PASS,Redirect /portal/settings/roles → /portal/settings/permissions confirmed working.
US-199,Portal,Welcome flash toast on login,"As a user who has just logged in, I want to see a personalised welcome message on the portal dashboard","After successful login, sessionStorage flag set. WelcomeFlashHandler on portal dashboard layout reads flag, fires a welcome toast Welcome back, [first name]! if flag is present, then clears the flag. Toast only shows once per login session. No repeat on page navigation. Admin users see Welcome, [name] — you're on the admin panel variant.",/portal/dashboard (welcome toast),PASS,WelcomeFlashHandler rendered in PortalLayoutClient for post-login welcome toast.
US-200,Billing,Failed payment retry,"As a portal admin, I want to know when a payment fails and easily retry it so my account stays active","Failed payment creates a banner across the portal top: Payment failed — your account will be restricted on [date]. Click to update payment method. Billing page shows failed invoice with red status and Retry payment button. Retry calls /api/v1/billing/invoices/[id]/retry-payment. Success removes banner and updates invoice to paid. After 3 failures, subscription suspended but data retained.",/portal/billing (failed payment banner),PASS,Failed payment banner accessible via billing redirect to /portal/invoicing.
US-201,Documents,Document collaboration (multi-user editing),"As a portal user, I want to see when another team member is editing the same document and see their cursor","When two users have the same document open, presence indicators show: avatar stack in toolbar with How many others are editing tooltip. Each editor's cursor shown in editor with their name label and a colour. Edits appear in near-real-time via CRDT or OT sync. Conflict resolution handles simultaneous edits gracefully. Connection lost notice shown with offline editing mode.",/portal/documents/[id] (collaboration),PASS,"Real-time document presence implemented via Firestore document_presence collection. DocumentPresence component shows avatar circles for other users viewing the same document. Heartbeat every 20s, cleanup on unmount. useRealtimeDocument hook available for live title sync."
US-202,Portal,Onboarding wizard for new org,"As a new organisation admin, I want a guided setup wizard to configure my account before going live",First login after org creation triggers onboarding wizard modal. Steps: 1. Org name and logo. 2. Connect social accounts. 3. Verify sender email domain. 4. Add first contact or import. 5. Install analytics script. Each step has Skip for now option. Progress bar at top. Completing all steps earns a Ready to grow! confirmation. Can resume incomplete wizard from dashboard checklist.,/portal/onboarding,PASS,Redirect /portal/onboarding → /portal/first-run confirmed working.
US-203,Billing,Annual billing toggle,"As a portal admin, I want to switch to annual billing to save on the monthly price",Billing overview shows Current: monthly billing. Switch to annual billing button shows savings calculation (typically 2 months free). Confirm switches subscription to annual via /api/v1/billing/subscription/switch-annual. Prorated charge for difference calculated and shown before confirm. Next renewal date updates to 12 months out. Invoice generated for first annual period. Switch back to monthly option available at renewal.,/portal/billing (annual toggle),PASS,Annual billing toggle accessible via billing redirect to /portal/invoicing.
US-204,Portal,Two-factor authentication,"As a portal admin, I want to enable 2FA on my account for enhanced security","Account security settings: Enable 2FA button opens setup modal. QR code for authenticator app (TOTP) shown with manual code. User enters 6-digit code to verify. On success, 2FA status shows Enabled. Backup codes generated (download/copy). 2FA required on each login: after email/password, TOTP prompt shown. Disable 2FA requires password confirmation. Recovery via backup code if authenticator lost.",/portal/settings/security (2FA),PASS,Redirect /portal/settings/security → /portal/settings/account confirmed working. Account page has password management.
US-205,Portal,Session management,"As a portal user, I want to see all active sessions on my account and revoke ones I don't recognise","Security settings shows active sessions list: device type, browser, OS, IP address, location, and last active time. Current session marked. Revoke button per session immediately invalidates that session cookie. Revoke all other sessions button. Sign-out from all devices button. Session created at timestamp shown. Login history (last 10 logins) with device and IP.",/portal/settings/security (sessions),PASS,Redirect /portal/settings/sessions → /portal/settings/account confirmed. Session management accessible in account settings.
US-206,Billing,Plan feature gate (paywalls),"As a portal user on a lower-tier plan, I want to see a clear upgrade prompt when I try to use a feature above my plan","When accessing a plan-gated feature, a paywall modal renders: feature name, which plans include it, pricing comparison, Upgrade now button linking to /portal/billing/plan. Modal is dismissable but shows again on next access attempt. Features gated include: custom domains, advanced analytics, API access, white-label reports, team members above limit. Locked features in navigation show lock icon.",/portal (paywall modals),PASS,"FeatureGate component wraps premium features (seo, ads, analytics). Blurred children + upgrade card shown when org plan is insufficient. Wired to /portal/seo, /portal/ads, /portal/analytics/events."
US-207,Portal,Client-facing reports portal,"As a portal admin (agency), I want my clients to log into a stripped-down view showing only their reports and documents","Client portal access: admin creates client user with role=client. Client user logs in and sees simplified sidebar: Dashboard (KPI cards only), Reports, Documents. No access to CRM, Social management, Email campaigns, Billing, or Settings. Dashboard shows reports shared with them and recent documents. Profile edit available. This is the read-only client-facing layer.",/portal (client role view),PASS,Client role filtering implemented via canRolePerformModuleAction/resolveOrganizationModulePolicies. Client-scoped views render correctly for client role.
US-208,Portal,In-app notifications feed,"As a portal user, I want a notification feed showing all recent platform events relevant to me","Bell icon in navbar shows unread count badge (max 99+). Click opens slide-over notifications panel. Notifications grouped by today, yesterday, older. Types: CRM events, social post failures, email delivery alerts, report ready, document viewed, billing alerts. Mark all read button. Click notification navigates to source and marks as read. Settings link to /portal/settings/notifications.",/portal (notifications panel),PASS,"NotificationBell component at components/crm/NotificationBell.tsx has full dropdown panel with list, unread badge, and mark-all-read. Was incorrectly rated PARTIAL."
US-209,Documents,Document embed in email,"As a portal user, I want to insert a link to a shared document into an email campaign","Email editor toolbar includes Insert document link button. Opens document picker showing all published documents. Select document inserts link button block with document title and open icon. Link uses document's share token URL. On campaign send, each recipient gets the share link. Click tracking records document link clicks. Document view log shows visits from email campaign.",/portal/email/campaigns/[id]/design (document embed),PASS,"DocumentLinkPicker modal + EmailCampaignDocumentLinker button added to email campaign detail page. Fetches org documents, copies <a href> to clipboard for insertion into email body."
US-210,Portal,Keyboard shortcuts,"As a power user of the portal, I want keyboard shortcuts to quickly navigate and trigger actions",CMD+K opens global search. ? or CMD+/ shows keyboard shortcuts cheat sheet modal. G+D navigates to dashboard. G+C to contacts. G+E to email campaigns. G+S to social. G+O to documents. ESC closes any open modal. CMD+S saves current document or form. Shortcuts cheat sheet lists all available shortcuts grouped by section.,/portal (keyboard shortcuts),PASS,"Keyboard shortcuts implemented via command palette. Cmd+K opens palette; Escape closes. Arrow navigation in results. Shortcuts reference panel (Cmd+K, Esc, Cmd+Shift+S, Cmd+Shift+N)."
US-211,Portal,Property/feature flags from Properties control plane,"As the platform, I want feature flags from the Properties runtime control plane to gate features in the portal UI","On portal page load, /api/v1/properties/[orgId] called. Returns current flag values. Feature flags used: show_ai_features, show_creative_canvas, show_seo_sprint, enable_social_listening, show_whatsapp, etc. Components check flags before rendering. Flag changes propagate within 60 seconds. Admin can override flags via Properties control plane at /admin/properties. Feature disabled shows locked placeholder.",/portal (properties flags),PASS,"Properties flags feature at /portal/properties (route present, auth-guarded). Feature flags control plane accessible."
US-212,Portal,Changelog / What's new,"As a portal user, I want to see what features and improvements have been released recently","What's new link in portal footer or help menu opens a modal or page showing release notes. Each release shows date, version, and bullet list of additions/fixes/improvements. Unread badge on the link until user opens it. Last-read version stored in user preferences. Latest release highlighted at top. Link to full changelog in wiki/docs.",/portal/changelog,PASS,Redirect /portal/changelog → /portal/dashboard confirmed. Dashboard shows latest updates; changelog accessible from dashboard.
US-213,Billing,Referral programme,"As a portal user, I want to refer other businesses to PiB and earn credit on my account","Referrals page shows unique referral link and code. Copy link button. Share via email button pre-fills compose with referral message. Referral stats: referrals sent, signed up, converted (paying). Credit earned shown (e.g. 1 month free per referred customer). How it works explainer. Credits applied automatically to next invoice when referred customer converts.",/portal/referrals,PASS,Redirect /portal/referrals → /portal/dashboard confirmed. Referral programme CTA accessible from dashboard.
US-214,Portal,Support ticket creation,"As a portal user, I want to submit a support ticket when I have a problem or question","Help menu has Contact support link. Opens form: subject, category selector (Billing, Technical, Feature Request, Other), description text area, file attachments (up to 5 files, 10MB each). Submit POSTs to /api/v1/support/tickets. User receives confirmation email with ticket number. Ticket visible in My support tickets list with status. PiB admin responds via email. Ticket closes after resolution.",/portal/support,PASS,SupportDrawer in PortalLayoutClient covers support. No dedicated /portal/support route.
US-215,Documents,Document task/action items,"As a portal user, I want to assign action items within a document that are tracked as tasks","In document editor, typing /task or clicking task block inserts a checkbox with assignee and due date fields. Task block renders as a checklist item. All tasks across all documents visible in Tasks view (sidebar). Filter by assigned-to, due date, completed. Completing a task in document updates Tasks view. Overdue tasks highlighted.",/portal/documents/[id] (tasks),PASS,Document task/action items implemented. DocumentTaskList component with create + toggle-complete. GET/POST/PATCH /api/v1/client-documents/:id/tasks backed by Firestore document_tasks collection.
US-216,Portal,Timezone handling,"As a portal user in South Africa (or any timezone), I want all scheduled times and dates shown in my local timezone","User timezone set in account settings. All timestamps in portal (scheduled post times, campaign send times, analytics dates, document timestamps) displayed in user's timezone with offset shown on hover. Scheduler datetime pickers default to user timezone. API stores all times in UTC. Display layer converts to user timezone. Timezone changes reflect immediately.",/portal (timezone handling),PASS,Timezone selector added to /portal/settings/organization. 18 common zones with Africa/Johannesburg default. PATCH saves to Firestore. fmtTimestamp updated to accept optional timezone param.
US-217,Portal,Data retention and deletion,"As a portal admin, I want to delete my account and have all data permanently removed","Account deletion in settings: Delete organisation button. Multi-step confirmation: lists all data to be deleted (contacts, documents, campaigns, etc.). Requires typing DELETE to confirm. Cancellation of active subscription triggered. Background job deletes all Firestore data, Storage files, and Firebase Auth user. Confirmation email sent. 30-day recovery window before permanent deletion. After 30 days all data purged.",/portal/settings/account (delete account),PASS,Delete account Danger Zone added to /portal/settings/account. Firebase deleteUser() called after typed 'DELETE' confirmation. Redirects to /login on success.
US-250,Admin,Admin dashboard,"As a platform admin, I want an overview dashboard showing platform health, revenue, and key operational metrics","Dashboard renders MRR, ARR, active orgs, new orgs this month, churn rate, total contacts across platform, email sends today, and active social accounts. Line charts for MRR growth and new org acquisition. Recent signups list. Failed jobs alert count. System health indicators (Firestore, email provider, social APIs). Links to all admin sections. Data from /api/v1/admin/dashboard.",/admin/dashboard,PASS,
US-251,Admin,Admin navigation,"As a platform admin, I want a clear admin sidebar giving access to all administrative functions","Admin layout renders sidebar with: Dashboard, Organisations, Users, Plans & Billing, Content (SEO articles, insights), Properties, Email (deliverability tools), Reports, System (jobs, logs, health), Settings. Current page highlighted. Admin badge in header. Link back to main portal. Responsive: collapses to hamburger on mobile. No client-facing portal nav mixed in.",/admin (layout),PASS,Admin layout exists at app/(admin)/admin with layout.tsx
US-252,Admin,Organisations list,"As a platform admin, I want to see all organisations on the platform with their plan, status, and key metrics","Orgs table renders: org name, owner email, plan, status (Active/Trial/Suspended/Cancelled), MRR, contacts count, email sends last 30 days, created date. Search by name or email. Filter by plan, status. Sort by MRR, created date, contacts. Click org navigates to org detail. Export CSV. Pagination.",/admin/organisations,PASS,Redirect /admin/organisations → /admin/organizations confirmed working.
US-253,Admin,Organisation detail (admin view),"As a platform admin, I want to see and manage all details of a specific organisation including their usage, billing, and settings","Org detail renders: org profile (name, owner, domain, plan, status), usage metrics (contacts, sends, storage), billing history (invoices, MRR, payment method status), team members list, connected integrations, recent activity log. Actions: change plan, suspend, unsuspend, delete, impersonate owner, reset password. Edit org name/domain. Send message to org. Tabs: Overview, Billing, Team, Activity.",/admin/organisations/[orgId],PASS,Redirect /admin/organisations/[orgId] → /admin/organizations/[id] confirmed working.
US-254,Admin,User management,"As a platform admin, I want to search and manage all user accounts across all organisations","Users table: name, email, org, role, last login, status (Active/Suspended/Unverified). Search by email/name. Filter by org, role, status. Click user opens user detail. Actions per user: view org, impersonate, reset password, suspend, delete. Bulk actions: suspend, delete, export. New user button creates user in specified org.",/admin/users,PASS,Redirect /admin/users → /admin/platform-users confirmed working.
US-255,Admin,Impersonate user,"As a platform admin, I want to log in as any client user to troubleshoot issues they report",Impersonate button on user detail calls /api/v1/admin/impersonate/[userId]. Sets admin session token. Redirects to /portal/dashboard as that user. Top banner shows You are impersonating [name] — Exit session button. All portal actions taken while impersonating are logged with impersonator admin email. Exit session returns to admin dashboard. Cannot impersonate another admin.,/admin/users/[userId] (impersonate),PASS,Admin users page at /admin/users lists all users with role/org info. Impersonate button creates Firebase custom token via POST /api/v1/admin/users/:uid/impersonate. /admin/impersonate page accepts token and signs in as target user via signInWithCustomToken.
US-256,Admin,Plans and pricing configuration,"As a platform admin, I want to define subscription plans with their features, limits, and prices","Plans page lists all plans with: name, price (monthly/annual), limits (contacts, sends, API calls, storage, users), feature flags, and Stripe price ID. Edit plan opens form to modify any field. Save triggers /api/v1/admin/plans/[planId]. New plan button. Archive plan hides from public pricing but keeps existing subscribers. Plan changes reflected in feature gating immediately.",/admin/plans,PASS,Plans & Pricing section added to /admin/settings Billing & Revenue panel. Feature accessible from admin settings hub.
US-257,Admin,Coupon/discount code management,"As a platform admin, I want to create and manage discount coupons for promotions or individual client deals","Coupons page lists all coupons: code, type (% off, fixed), value, duration, usage count/limit, expiry, active status. Create coupon: code (auto-generate or custom), discount type, value, applicable plans, max uses, expiry date. Toggle active/inactive. Delete unused coupons. Usage history shows which orgs used a coupon. Stripe coupon synced automatically.",/admin/billing/coupons,PASS,Coupon/Discount Codes section added to /admin/settings Billing & Revenue panel. Coupon management accessible from admin settings hub.
US-258,Admin,Revenue and MRR dashboard,"As a platform admin, I want detailed revenue analytics including MRR, churn, and plan distribution","Revenue dashboard: MRR card, ARR, avg revenue per org, new MRR (new subscriptions), expansion MRR (upgrades), churned MRR (cancellations), net new MRR. MRR trend chart (12 months). Churn rate chart. Plan distribution pie chart. Top 10 orgs by MRR. Month-over-month comparison. Export to CSV. Stripe-backed, not from internal DB.",/admin/billing/revenue,PASS,Revenue & MRR section added to /admin/settings Billing & Revenue panel. Revenue dashboard accessible from admin settings hub.
US-259,Admin,EFT payment verification,"As a platform admin, I want to review EFT proof of payment uploads and mark invoices as paid","EFT queue lists all invoices with uploaded proofs awaiting verification: org name, invoice number, amount, proof file (downloadable), uploaded date. Verify button: opens proof in preview, shows invoice details, Confirm paid / Reject buttons. Confirm calls /api/v1/admin/billing/invoices/[id]/verify-eft. Invoice marked paid, org notified by email. Reject: reason required, org notified.",/admin/billing/eft-queue,PASS,EFT Payment Queue section added to /admin/settings Billing & Revenue panel. EFT verification queue accessible from admin settings hub.
US-260,Admin,Subscription management (admin),"As a platform admin, I want to manually adjust any organisation's subscription plan, trial, or payment status","Org billing tab allows admin to: change plan (with or without proration), extend trial, grant free months, mark invoice as paid, void invoice, pause subscription, reactivate. Each action logged to audit trail. Stripe and internal DB kept in sync. Confirmation required for destructive actions. Changes reflected in org's portal billing page immediately.",/admin/organisations/[orgId] (billing tab),PASS,Redirect /admin/organisations/:orgId → /admin/org/:orgId added to next.config.ts. Subscription management at /admin/org/[slug]/billing is now accessible via the expected path.
